matchId,blueTop,blueJungle,blueMid,blueADC,blueSupport,redTop,redJungle,redMid,redADC,redSupport,blueWin,blueTopMastery,blueTopRank,blueJungleMastery,blueJungleRank,blueMidMastery,blueMidRank,blueADCMastery,blueADCRank,blueSupportMastery,blueSupportRank,redTopMastery,redTopRank,redJungleMastery,redJungleRank,redMidMastery,redMidRank,redADCMastery,redADCRank,redSupportMastery,redSupportRank
EUW1_7816424673,Jayce,Maokai,Azir,Caitlyn,Bard,Sion,Pantheon,AurelionSol,Yunara,Nautilus,0,368053.0,9.0,42847.0,9.0,56348.0,5.0,156875.0,5.0,124607.0,9.0,5887.0,7.0,122058.0,9.0,22618.0,7.0,115566.0,9.0,30821.0,9.0
EUW1_7815500255,Gwen,Nocturne,Aurora,Ezreal,Nautilus,Ambessa,DrMundo,Anivia,Sivir,Karma,0,80920.0,9.0,15789.0,9.0,117441.0,9.0,387507.0,9.0,189490.0,9.0,182796.0,9.0,94652.0,9.0,17031.0,9.0,81681.0,9.0,6464.0,9.0
EUW1_7815467092,Anivia,Nocturne,Orianna,Ezreal,Maokai,Riven,Aatrox,Sylas,Varus,Leblanc,1,8917.0,9.0,54968.0,9.0,25555.0,9.0,948136.0,7.0,63030.0,9.0,403080.0,7.0,77492.0,9.0,218685.0,7.0,223163.0,9.0,28915.0,9.0
EUW1_7815412766,Aurora,Nidalee,Akshan,Varus,Bard,Irelia,Vi,Akali,Ezreal,Neeko,1,148391.0,9.0,488666.0,9.0,763138.0,9.0,95170.0,9.0,200354.0,9.0,53900.0,7.0,299449.0,9.0,528532.0,7.0,397968.0,9.0,16215.0,9.0
EUW1_7813912867,Renekton,MonkeyKing,Annie,Ezreal,Bard,Darius,Nocturne,Orianna,Aphelios,Thresh,0,59168.0,9.0,16605.0,7.0,38197.0,6.0,397968.0,9.0,783822.0,9.0,985383.0,9.0,913764.0,9.0,216805.0,7.0,103759.0,7.0,1463020.0,7.0
EUW1_7813324706,Ambessa,Ivern,Xerath,Yunara,Lulu,Volibear,DrMundo,Viktor,Ashe,Anivia,0,285020.0,6.0,47180.0,9.0,168341.0,7.0,181666.0,7.0,52468.0,7.0,10047.0,7.0,76731.0,9.0,157611.0,7.0,196573.0,9.0,36560.0,9.0
EUW1_7813269546,Kayle,Nocturne,Ryze,Corki,Karma,Yorick,DrMundo,Pantheon,Caitlyn,Neeko,0,130225.0,9.0,913764.0,9.0,21132.0,9.0,766157.0,9.0,577642.0,7.0,56013.0,9.0,76731.0,9.0,79211.0,7.0,158925.0,9.0,16215.0,9.0
EUW1_7823268802,Rumble,MasterYi,Swain,Ezreal,Pyke,Chogath,Viego,Annie,Jinx,Bard,1,122916.0,7.0,749918.0,7.0,817205.0,7.0,801613.0,9.0,105207.0,7.0,27197.0,9.0,101227.0,7.0,67939.0,7.0,4991.0,3.0,26969.0,9.0
EUW1_7822899823,Jayce,Skarner,Anivia,MissFortune,Velkoz,Ornn,Qiyana,Ryze,Corki,Maokai,0,656468.0,9.0,21514.0,7.0,24948.0,5.0,165454.0,9.0,7184.0,9.0,78994.0,9.0,164146.0,9.0,211541.0,9.0,200221.0,9.0,63030.0,9.0
EUW1_7822848187,Kennen,Qiyana,Riven,Varus,Neeko,Shen,Ambessa,Swain,Sivir,Thresh,1,265991.0,5.0,951238.0,9.0,5196610.0,9.0,339120.0,9.0,16215.0,9.0,125213.0,6.0,47262.0,9.0,140257.0,7.0,17230.0,7.0,170184.0,6.0
EUW1_7822712005,Rumble,XinZhao,Hwei,Sivir,Bard,Azir,Khazix,Yone,Caitlyn,Karma,0,39071.0,3.0,285192.0,7.0,58440.0,9.0,717907.0,7.0,26969.0,9.0,2390678.0,7.0,11055.0,9.0,1281870.0,7.0,105317.0,7.0,607015.0,6.0
EUW1_7821790400,Ornn,Qiyana,Xerath,Jhin,Leona,KogMaw,LeeSin,Syndra,Yunara,Shen,1,25240.0,6.0,164146.0,9.0,168341.0,7.0,808891.0,6.0,163474.0,9.0,655515.0,9.0,125345.0,7.0,2102782.0,9.0,108159.0,9.0,11087.0,9.0
EUW1_7821699363,Riven,Poppy,Smolder,Hwei,Anivia,Renekton,Ambessa,Akshan,Yunara,Lulu,1,839498.0,7.0,80171.0,7.0,42078.0,7.0,276924.0,7.0,36560.0,9.0,700462.0,7.0,63789.0,7.0,2039342.0,9.0,321955.0,9.0,119653.0,9.0
EUW1_7820424687,Akali,JarvanIV,Aurora,Yunara,Soraka,FiddleSticks,Karthus,Ezreal,Draven,Anivia,0,289219.0,9.0,165451.0,9.0,132649.0,9.0,66532.0,9.0,33391.0,9.0,441667.0,7.0,957024.0,9.0,34185.0,9.0,169810.0,9.0,36560.0,9.0
EUW1_7820378828,Garen,Aatrox,Akali,Senna,Anivia,Jayce,Nocturne,Aurora,Kaisa,Lissandra,0,4878782.0,5.0,129715.0,9.0,28083.0,9.0,2098400.0,7.0,36560.0,9.0,368053.0,9.0,914514.0,9.0,15960.0,6.0,670652.0,9.0,38572.0,9.0
EUW1_7820338431,Gnar,Karthus,Lissandra,Ezreal,Anivia,Singed,Nocturne,Sylas,Caitlyn,Leblanc,0,49913.0,9.0,957024.0,9.0,4206.0,9.0,589075.0,9.0,9640.0,9.0,1114512.0,9.0,34567.0,7.0,28781.0,9.0,241954.0,9.0,28915.0,9.0
EUW1_7820307187,Vayne,Nidalee,Annie,Varus,Trundle,Yasuo,DrMundo,Taliyah,Kalista,Bard,0,6769.0,9.0,103879.0,9.0,56629.0,9.0,279701.0,9.0,5577.0,9.0,76375.0,9.0,37718.0,9.0,4651243.0,6.0,284954.0,9.0,803406.0,9.0
EUW1_7820271176,Jayce,DrMundo,Azir,Caitlyn,Bard,Malphite,Karthus,Akshan,Yunara,Pyke,1,55124.0,9.0,25434.0,9.0,257876.0,9.0,386643.0,9.0,199743.0,7.0,112469.0,9.0,957024.0,9.0,1011997.0,9.0,44951.0,9.0,15972.0,9.0
EUW1_7820232030,Vayne,Ivern,Syndra,Sivir,Pantheon,Yasuo,Karthus,Akshan,Mel,Nautilus,1,1147976.0,9.0,82621.0,9.0,101745.0,9.0,211949.0,9.0,24581.0,9.0,58348.0,9.0,957024.0,9.0,1011997.0,9.0,317604.0,9.0,427853.0,7.0
EUW1_7820131504,Jayce,Karthus,Syndra,Ezreal,Anivia,Irelia,Nocturne,Leblanc,Corki,Nami,0,45109.0,7.0,957024.0,9.0,77004.0,7.0,153177.0,9.0,17481.0,6.0,2233293.0,6.0,914514.0,9.0,28915.0,9.0,311598.0,9.0,206114.0,7.0
EUW1_7823226337,Akali,Graves,Pantheon,Ziggs,Rell,Zaahen,Naafiri,Corki,Kaisa,Neeko,1,1446961.0,7.0,129507.0,9.0,5284.0,9.0,362337.0,9.0,152032.0,7.0,37584.0,9.0,232912.0,7.0,154563.0,9.0,611708.0,7.0,78832.0,9.0
EUW1_7823199140,Shen,Graves,Akali,Ezreal,Leona,Riven,XinZhao,Ryze,Ziggs,Nautilus,0,127815.0,7.0,27401.0,7.0,576110.0,7.0,145362.0,7.0,22639.0,7.0,839498.0,7.0,17412.0,9.0,218418.0,7.0,362337.0,9.0,1735280.0,7.0
EUW1_7823170118,Jayce,Skarner,Zed,Ziggs,Neeko,Jax,XinZhao,Vayne,Senna,Taric,1,283616.0,7.0,305794.0,9.0,1330384.0,7.0,362337.0,9.0,69644.0,7.0,9382.0,5.0,258642.0,6.0,1611919.0,7.0,30450.0,9.0,1663122.0,5.0
EUW1_7822594734,Gangplank,Hecarim,Akshan,Naafiri,Veigar,Anivia,Viego,Quinn,Mel,Ekko,1,1581429.0,7.0,178714.0,7.0,2039342.0,9.0,5274.0,9.0,5078695.0,7.0,3090270.0,7.0,262498.0,7.0,52232.0,9.0,2755.0,1.0,1848578.0,9.0
EUW1_7822073449,Kennen,Poppy,Vladimir,Ezreal,Janna,Jayce,Zaahen,Taliyah,Yunara,Nautilus,1,1031038.0,9.0,281528.0,9.0,4614652.0,7.0,245704.0,9.0,3165221.0,7.0,483374.0,7.0,19262.0,7.0,94959.0,7.0,150024.0,7.0,119663.0,7.0
EUW1_7822046116,Singed,Ekko,Nasus,MissFortune,Karma,Jayce,Karthus,Zed,Kaisa,Nautilus,0,1114512.0,9.0,1794904.0,7.0,415853.0,6.0,13870.0,9.0,91209.0,7.0,483374.0,7.0,359310.0,6.0,1915657.0,9.0,366519.0,9.0,84828.0,9.0
EUW1_7822036204,Camille,Viego,Syndra,Ezreal,Leona,Illaoi,Graves,AurelionSol,Ziggs,Nami,0,8710.0,5.0,339301.0,5.0,1883268.0,3.0,442899.0,6.0,10944.0,6.0,89190.0,7.0,19105.0,7.0,325438.0,7.0,362337.0,9.0,454958.0,7.0
EUW1_7822030149,Nasus,Pantheon,Ahri,Ezreal,Velkoz,Singed,Amumu,Vladimir,Caitlyn,Senna,1,66084.0,5.0,138254.0,7.0,623765.0,7.0,245704.0,9.0,10461.0,7.0,1114512.0,9.0,37171.0,7.0,4614652.0,7.0,66247.0,7.0,3153925.0,7.0
EUW1_7820960238,Gnar,Poppy,Kassadin,Caitlyn,Janna,Azir,Nocturne,Vladimir,Tristana,Rell,1,8578.0,5.0,281528.0,9.0,161636.0,6.0,66247.0,7.0,1031662.0,7.0,410008.0,9.0,914514.0,9.0,4614652.0,7.0,449579.0,7.0,35512.0,7.0
EUW1_7820955537,Vayne,Skarner,Anivia,Lucian,Taric,Malphite,Nocturne,Karma,Ziggs,Sona,1,1611919.0,7.0,305794.0,9.0,37689.0,5.0,32560.0,7.0,1663122.0,5.0,46700.0,7.0,914514.0,9.0,1969198.0,7.0,362337.0,9.0,3799712.0,7.0
EUW1_7820394434,Varus,Skarner,Hwei,Ezreal,Karma,Teemo,Graves,Veigar,MissFortune,Pantheon,1,58306.0,7.0,476765.0,7.0,91347.0,7.0,103760.0,7.0,645570.0,7.0,5255828.0,7.0,710340.0,7.0,5078695.0,7.0,13870.0,9.0,32032.0,7.0
EUW1_7820047598,Singed,Hecarim,Akali,Kaisa,Pantheon,Darius,XinZhao,Sylas,Ziggs,Alistar,1,2381949.0,6.0,263663.0,7.0,334848.0,7.0,1255093.0,9.0,836452.0,5.0,922843.0,6.0,14687.0,7.0,152449.0,9.0,362337.0,9.0,324149.0,7.0
EUW1_7820035595,Annie,Malphite,Jayce,Ezreal,Nami,TwistedFate,Zaahen,Yone,Ziggs,Zyra,1,1670288.0,7.0,58333.0,7.0,113778.0,9.0,412688.0,7.0,565105.0,7.0,1904390.0,7.0,126274.0,7.0,117308.0,7.0,362337.0,9.0,32867.0,7.0
EUW1_7819164303,Vayne,XinZhao,Orianna,Kaisa,Elise,Sion,FiddleSticks,Azir,Zeri,Lulu,1,18741.0,7.0,61683.0,7.0,67765.0,7.0,193361.0,5.0,42101.0,7.0,42229.0,9.0,4314758.0,6.0,242801.0,9.0,144452.0,7.0,1678.0,7.0
EUW1_7822652588,Renekton,Karthus,Ezreal,Caitlyn,Nautilus,Vayne,Rengar,Ahri,Velkoz,Morgana,0,20438.0,9.0,957024.0,9.0,792389.0,7.0,241954.0,9.0,631957.0,7.0,40296.0,7.0,2707443.0,9.0,56610.0,9.0,6375609.0,9.0,25663.0,7.0
EUW1_7822597160,Ambessa,Jax,Orianna,Caitlyn,Bard,Vayne,MasterYi,Ahri,Katarina,Lulu,0,36677.0,9.0,9196.0,9.0,18551.0,6.0,241954.0,9.0,1141467.0,7.0,123102.0,7.0,2503627.0,9.0,67625.0,9.0,731001.0,9.0,640977.0,4.0
EUW1_7822284811,Vayne,JarvanIV,TwistedFate,Ashe,Seraphine,Viktor,Khazix,Ahri,Ezreal,Rell,0,11694.0,9.0,107699.0,7.0,53931.0,7.0,276569.0,7.0,45673.0,7.0,23410.0,6.0,42041.0,7.0,559088.0,7.0,27469.0,7.0,462245.0,7.0
EUW1_7822154751,Aurora,LeeSin,Ahri,Yunara,Lulu,Rumble,Vi,Akshan,Caitlyn,Bard,1,227110.0,6.0,63295.0,7.0,186385.0,7.0,10321.0,5.0,254497.0,7.0,239741.0,7.0,103019.0,7.0,1585206.0,6.0,54065.0,7.0,4629.0,7.0
EUW1_7821625723,Malphite,Aatrox,Riven,KogMaw,Lulu,Kennen,Ambessa,Corki,Swain,Rakan,1,24614.0,9.0,4614.0,9.0,5196610.0,9.0,655515.0,9.0,254851.0,9.0,106712.0,7.0,36677.0,9.0,174638.0,9.0,984751.0,7.0,525615.0,7.0
EUW1_7821583021,Ambessa,Naafiri,Syndra,Kaisa,Anivia,Malphite,Shaco,Hwei,Ezreal,Rell,1,657793.0,9.0,108107.0,9.0,303518.0,9.0,904345.0,6.0,31707.0,9.0,24614.0,9.0,445.0,9.0,148981.0,9.0,2264709.0,6.0,462245.0,7.0
EUW1_7819167036,Aatrox,Karthus,KSante,Caitlyn,Twitch,Teemo,Nocturne,Sion,Tristana,Rell,0,483056.0,9.0,551983.0,7.0,3209.0,9.0,355953.0,7.0,119345.0,7.0,5255828.0,7.0,15233.0,9.0,79001.0,9.0,277114.0,9.0,462245.0,7.0
EUW1_7819144969,Aurora,JarvanIV,Anivia,Ezreal,Karma,Diana,Viego,Annie,Vayne,Bard,0,44321.0,9.0,165662.0,7.0,41227.0,7.0,150667.0,9.0,48123.0,9.0,11210.0,9.0,1133564.0,5.0,52101.0,9.0,534432.0,9.0,1141467.0,7.0
EUW1_7819128795,Mordekaiser,DrMundo,Orianna,Ashe,Sona,Kled,Taliyah,Viktor,KogMaw,Lulu,0,345193.0,7.0,34760.0,7.0,5476.0,6.0,248566.0,7.0,1322789.0,7.0,1927203.0,7.0,1693877.0,7.0,40640.0,7.0,655515.0,9.0,254497.0,7.0
EUW1_7817244142,Gwen,Skarner,Akshan,Jinx,Bard,Sion,Viego,Fizz,Jhin,Neeko,0,74689.0,9.0,334637.0,9.0,2039342.0,9.0,703613.0,9.0,103463.0,6.0,134839.0,9.0,316246.0,9.0,4208125.0,7.0,344084.0,7.0,159932.0,7.0
EUW1_7817182022,Varus,Khazix,Leblanc,Senna,Braum,Olaf,Ivern,Aurora,Tristana,Rell,0,326164.0,7.0,50689.0,7.0,342638.0,9.0,303189.0,9.0,357032.0,7.0,24539.0,5.0,108865.0,7.0,233837.0,6.0,47097.0,9.0,209694.0,9.0
EUW1_7817091406,Mordekaiser,XinZhao,Velkoz,Corki,Nami,Singed,Kindred,Cassiopeia,Katarina,Neeko,1,3435476.0,7.0,69090.0,9.0,6559840.0,6.0,198764.0,7.0,299140.0,6.0,2204962.0,6.0,1928583.0,7.0,3136969.0,9.0,1308481.0,9.0,159932.0,7.0
EUW1_7817063991,Katarina,XinZhao,Ahri,Yunara,Annie,Rammus,Shaco,Galio,Irelia,Lulu,1,2070506.0,7.0,235932.0,9.0,66611.0,6.0,68890.0,9.0,7767.0,7.0,129980.0,5.0,2711073.0,7.0,50608.0,7.0,53583.0,9.0,640977.0,4.0
EUW1_7816963085,Aurora,Graves,Sion,Ezreal,Karma,Skarner,Rengar,AurelionSol,Twitch,Lulu,1,14260.0,7.0,727509.0,6.0,160682.0,6.0,150667.0,9.0,203488.0,7.0,1585484.0,7.0,2707443.0,9.0,115197.0,7.0,414379.0,7.0,514818.0,7.0
EUW1_7815844640,Garen,XinZhao,Annie,Mel,Karma,Camille,Graves,Syndra,Ezreal,Rell,0,1278135.0,9.0,53349.0,7.0,67939.0,7.0,1061931.0,7.0,24107.0,5.0,188915.0,9.0,14920.0,7.0,8908.0,9.0,858628.0,9.0,462245.0,7.0
EUW1_7814875735,Jayce,Graves,Anivia,Kaisa,Alistar,Garen,XinZhao,Velkoz,Ezreal,Karma,0,186807.0,7.0,87059.0,5.0,39856.0,7.0,92874.0,7.0,615190.0,7.0,4878782.0,5.0,17412.0,9.0,432237.0,7.0,692081.0,5.0,3836.0,9.0
EUW1_7822199536,Rumble,JarvanIV,Annie,Ashe,Nautilus,Jayce,Lillia,Galio,Lucian,Nami,0,136851.0,9.0,319607.0,9.0,164516.0,9.0,293282.0,9.0,8344.0,7.0,364567.0,9.0,299598.0,5.0,377514.0,9.0,171773.0,9.0,5194.0,7.0
EUW1_7822114796,Camille,Vi,Leblanc,Ezreal,Anivia,Jayce,JarvanIV,Akali,Jhin,Bard,0,676446.0,9.0,459.0,7.0,5580.0,7.0,409892.0,9.0,31707.0,9.0,280422.0,9.0,53757.0,9.0,95060.0,9.0,986025.0,9.0,783822.0,9.0
EUW1_7821159739,Ekko,RekSai,Ahri,Caitlyn,Senna,Gragas,DrMundo,Qiyana,Yunara,Lulu,1,2052289.0,9.0,913715.0,4.0,579387.0,9.0,217483.0,9.0,60515.0,9.0,44416.0,9.0,191685.0,9.0,1063037.0,9.0,204435.0,9.0,86384.0,7.0
EUW1_7819386943,Kled,Zed,Ahri,Velkoz,Sona,Aatrox,Nidalee,Diana,Caitlyn,Bard,1,1185078.0,5.0,3135345.0,7.0,2306072.0,9.0,6375609.0,9.0,1322789.0,7.0,1260783.0,9.0,103879.0,9.0,7287254.0,5.0,217483.0,9.0,3607133.0,5.0
EUW1_7819152538,Gnar,Briar,Karthus,Corki,Nami,Akali,JarvanIV,Orianna,Kaisa,Neeko,1,53951.0,9.0,2092846.0,9.0,551983.0,7.0,210642.0,9.0,58988.0,9.0,5742.0,7.0,377184.0,9.0,135537.0,9.0,670652.0,9.0,99925.0,9.0
EUW1_7818430690,Akali,Aatrox,Sylas,Sivir,Lulu,Aurora,Ambessa,Qiyana,Ezreal,Anivia,1,775522.0,9.0,31594.0,9.0,715721.0,9.0,34597.0,9.0,79141.0,7.0,160542.0,5.0,101313.0,9.0,1063037.0,9.0,409892.0,9.0,33594.0,9.0
EUW1_7818368230,Jayce,Kindred,Syndra,Caitlyn,Karma,Vayne,Shaco,Ahri,Ziggs,Pyke,1,218821.0,9.0,570775.0,5.0,2102782.0,9.0,33221.0,9.0,4513.0,9.0,5713.0,9.0,2711073.0,7.0,579387.0,9.0,2947.0,9.0,25501.0,9.0
EUW1_7818311517,Jayce,JarvanIV,Ekko,Yunara,Lulu,Shen,Diana,Yasuo,Jinx,Thresh,0,986088.0,6.0,144391.0,9.0,2052289.0,9.0,61914.0,7.0,322173.0,6.0,4536614.0,7.0,71145.0,9.0,2947789.0,9.0,173814.0,9.0,381959.0,9.0
EUW1_7818267130,Jayce,Ambessa,Lissandra,Yunara,Bard,Urgot,Kindred,Akshan,Mel,Neeko,0,143594.0,9.0,7845.0,7.0,54444.0,5.0,123992.0,9.0,2107545.0,7.0,3695429.0,7.0,676731.0,4.0,224066.0,7.0,10289.0,9.0,116019.0,7.0
EUW1_7818172334,AurelionSol,DrMundo,Zilean,Ezreal,Blitzcrank,Teemo,Naafiri,Aurora,Draven,Anivia,1,212823.0,9.0,87124.0,5.0,3442346.0,9.0,409892.0,9.0,1304.0,7.0,52884.0,9.0,26650.0,9.0,78821.0,7.0,1855811.0,7.0,27461.0,9.0
EUW1_7817143115,Vayne,Hecarim,Aurora,Kaisa,Pyke,Jayce,XinZhao,Syndra,Ezreal,Pantheon,1,32115.0,9.0,596378.0,9.0,6198.0,9.0,51684.0,9.0,262878.0,9.0,14722.0,7.0,69090.0,9.0,66092.0,6.0,70836.0,9.0,24756.0,7.0
EUW1_7817114560,KSante,Zaahen,Orianna,Caitlyn,Rell,Smolder,Graves,Qiyana,Mel,Pyke,0,319208.0,7.0,9388.0,9.0,66418.0,9.0,3931765.0,6.0,387655.0,9.0,8725.0,6.0,39739.0,7.0,1063037.0,9.0,16231.0,9.0,262878.0,9.0
EUW1_7817072902,Shen,Graves,Ryze,Ezreal,Karma,Varus,Nocturne,Orianna,Kaisa,Pantheon,1,369530.0,7.0,97980.0,7.0,687990.0,7.0,409892.0,9.0,1544040.0,6.0,88698.0,6.0,34213.0,7.0,66418.0,9.0,64200.0,7.0,280917.0,9.0
EUW1_7817028199,Ornn,Qiyana,Azir,Kaisa,Pantheon,Garen,JarvanIV,Quinn,Mel,Sona,1,626016.0,9.0,85075.0,9.0,218117.0,7.0,38730.0,9.0,280917.0,9.0,1278135.0,9.0,133188.0,5.0,1573337.0,9.0,10289.0,9.0,1057461.0,7.0
EUW1_7816540495,Ambessa,Zaahen,Ekko,Yunara,Lulu,Jayce,Sejuani,Akali,Qiyana,Braum,1,519790.0,7.0,9388.0,9.0,14528132.0,7.0,100750.0,9.0,142927.0,7.0,29637.0,9.0,2403.0,7.0,5431580.0,6.0,951238.0,9.0,444215.0,6.0
EUW1_7822701538,Singed,XinZhao,Aurora,Jhin,Bard,Shen,Ekko,Ahri,Caitlyn,Anivia,1,2204962.0,6.0,235932.0,9.0,109049.0,7.0,163276.0,9.0,129011.0,9.0,25548.0,9.0,14528132.0,7.0,264585.0,6.0,241954.0,9.0,7631.0,7.0
EUW1_7822643504,Cassiopeia,Naafiri,Aurora,Kaisa,Bard,Ekko,Graves,Syndra,Xayah,Rakan,1,7401.0,9.0,94292.0,9.0,142885.0,9.0,969968.0,9.0,3607133.0,5.0,1848578.0,9.0,265605.0,3.0,358188.0,7.0,40975.0,9.0,301594.0,9.0
EUW1_7822576970,Nidalee,LeeSin,Malzahar,Caitlyn,Thresh,Yasuo,Graves,Kassadin,Ezreal,Karma,0,351319.0,7.0,616890.0,5.0,1171970.0,9.0,181745.0,7.0,2654735.0,7.0,165018.0,7.0,265605.0,3.0,161636.0,6.0,164384.0,9.0,197093.0,9.0
EUW1_7822197247,Aurora,Graves,Annie,Ezreal,Karma,Rumble,Vi,Ahri,Yunara,Nautilus,1,85648.0,5.0,588100.0,7.0,21594.0,9.0,589075.0,9.0,445609.0,9.0,200269.0,9.0,103019.0,7.0,219438.0,9.0,242174.0,7.0,461548.0,9.0
EUW1_7822169973,KSante,Pantheon,Kassadin,Nilah,Sona,Ambessa,Skarner,Akali,Caitlyn,Bard,0,1148223.0,5.0,138254.0,7.0,191497.0,7.0,2527408.0,5.0,201367.0,7.0,153070.0,7.0,57735.0,7.0,1207302.0,5.0,60613.0,7.0,129011.0,9.0
EUW1_7821488108,Karma,LeeSin,Sylas,Tristana,Poppy,Vayne,Qiyana,Ekko,Kalista,Nautilus,0,126490.0,7.0,1265764.0,9.0,218685.0,7.0,1264177.0,6.0,193778.0,7.0,18475.0,9.0,177677.0,9.0,290394.0,7.0,1857623.0,7.0,461548.0,9.0
EUW1_7821387398,Vayne,JarvanIV,Syndra,Caitlyn,Bard,Cassiopeia,Pantheon,Aurora,Ashe,Seraphine,0,20404.0,7.0,165662.0,7.0,101394.0,7.0,68217.0,9.0,803406.0,9.0,3136969.0,9.0,34121.0,7.0,160542.0,5.0,30374.0,9.0,35474.0,9.0
EUW1_7821127487,Sion,JarvanIV,Aurora,Kaisa,Neeko,Aatrox,LeeSin,TwistedFate,Ashe,Seraphine,0,106086.0,7.0,9342.0,9.0,233837.0,6.0,69034.0,7.0,103262.0,9.0,531837.0,7.0,63295.0,7.0,1904390.0,7.0,61194.0,7.0,8488.0,9.0
EUW1_7820828293,Gnar,Nidalee,Akshan,Ashe,Anivia,Akali,Ambessa,Mel,Jinx,Bard,1,141663.0,7.0,103146.0,7.0,2039342.0,9.0,91529.0,7.0,10940.0,9.0,273250.0,7.0,58712.0,7.0,264298.0,5.0,294554.0,5.0,117714.0,7.0
EUW1_7820804120,Jayce,Karthus,Akshan,Sivir,Alistar,Rumble,Ambessa,Yone,Ekko,Neeko,0,51305.0,9.0,9119.0,9.0,2039342.0,9.0,16722.0,9.0,206325.0,9.0,502032.0,9.0,305159.0,9.0,295552.0,9.0,14528132.0,7.0,47102.0,7.0
EUW1_7820439189,Camille,Graves,Yasuo,Malzahar,Nautilus,Vayne,Zaahen,Ryze,Yunara,Lulu,1,6390.0,7.0,147410.0,9.0,2947789.0,9.0,62714.0,7.0,461548.0,9.0,26384.0,7.0,55692.0,9.0,145680.0,9.0,338847.0,7.0,294105.0,9.0
EUW1_7820052288,Kennen,Hecarim,Orianna,Jinx,Rakan,Gangplank,Kindred,Jax,Yunara,Lulu,0,1610927.0,6.0,4582.0,7.0,3965.0,7.0,62339.0,5.0,10482.0,7.0,2466634.0,7.0,3244101.0,4.0,115595.0,4.0,30605.0,7.0,180284.0,9.0
EUW1_7819708620,Riven,Hecarim,Ekko,Jhin,Lulu,Jayce,Vi,Ryze,Ashe,Seraphine,0,704210.0,9.0,327189.0,3.0,37131.0,9.0,108400.0,9.0,640977.0,4.0,166770.0,9.0,10047.0,9.0,366304.0,6.0,30374.0,9.0,35474.0,9.0
EUW1_7819639655,Trundle,Taliyah,Zed,MissFortune,Thresh,Rumble,Aatrox,Leblanc,Annie,Senna,1,2361243.0,5.0,1699996.0,7.0,5970590.0,7.0,230335.0,7.0,937662.0,7.0,110035.0,6.0,25975.0,9.0,1319366.0,5.0,45190.0,7.0,75530.0,9.0
EUW1_7822944456,Ryze,Jayce,Orianna,Yunara,Velkoz,Anivia,XinZhao,Tryndamere,Senna,Soraka,1,121499.0,7.0,139233.0,6.0,411532.0,7.0,45076.0,4.0,1750.0,7.0,43005.0,7.0,539128.0,7.0,4215861.0,6.0,3566.0,7.0,1029852.0,7.0
EUW1_7822890599,Aatrox,Viego,Akali,Karthus,Nami,Vayne,Nocturne,Galio,Yunara,Seraphine,1,1181761.0,6.0,567286.0,7.0,628207.0,2.0,29223.0,7.0,3329.0,7.0,252102.0,7.0,80018.0,7.0,9617.0,7.0,185886.0,7.0,44823.0,7.0
EUW1_7822609350,Sett,Olaf,Kassadin,Ashe,Seraphine,Urgot,Graves,Taliyah,Varus,Morgana,0,900613.0,5.0,606.0,3.0,139566.0,3.0,8353.0,7.0,22895.0,2.0,1514498.0,3.0,9471.0,5.0,405683.0,3.0,154846.0,6.0,167675.0,3.0
EUW1_7821847612,Jayce,Shyvana,Akali,Aphelios,Seraphine,Renekton,JarvanIV,Cassiopeia,Yunara,Karma,1,127420.0,7.0,5986.0,2.0,59541.0,4.0,86180.0,3.0,22895.0,2.0,24314.0,5.0,57700.0,4.0,821.0,3.0,17516.0,2.0,6884.0,3.0
EUW1_7821772047,Yone,Nocturne,Diana,Ashe,Seraphine,Zaahen,Sejuani,Akali,Kaisa,Pyke,1,128356.0,3.0,110621.0,3.0,11101.0,3.0,8353.0,7.0,22895.0,2.0,17939.0,3.0,50469.0,4.0,2269.0,3.0,135124.0,3.0,826933.0,5.0
EUW1_7821558074,Jax,Ambessa,Ekko,Caitlyn,Neeko,Quinn,Ivern,Irelia,Yunara,Lulu,1,131606.0,7.0,29908.0,7.0,1848578.0,9.0,114939.0,9.0,33653.0,5.0,4681166.0,7.0,12203.0,9.0,578455.0,7.0,274881.0,7.0,158097.0,5.0
EUW1_7821208481,Gnar,Naafiri,Azir,AurelionSol,Janna,Garen,Sylas,Katarina,Mel,Rakan,0,19433.0,7.0,39790.0,6.0,49693.0,7.0,570162.0,7.0,2323065.0,7.0,742083.0,6.0,47396.0,7.0,1972633.0,9.0,44992.0,7.0,93202.0,6.0
EUW1_7821043032,Urgot,Khazix,Ahri,Mel,Nautilus,Varus,LeeSin,Kassadin,Ashe,Bard,0,3448234.0,7.0,2063655.0,7.0,59219.0,6.0,123644.0,6.0,582186.0,9.0,145555.0,7.0,229139.0,7.0,20184.0,6.0,205355.0,9.0,263056.0,7.0
EUW1_7821020868,Jayce,JarvanIV,KogMaw,Jhin,Poppy,Shen,Vi,Ahri,Caitlyn,Bard,0,127420.0,7.0,69386.0,6.0,50641.0,7.0,66716.0,7.0,39630.0,7.0,127815.0,7.0,3160.0,7.0,2534.0,7.0,342652.0,7.0,2107545.0,7.0
EUW1_7821016625,Rumble,XinZhao,Karma,Yunara,Alistar,KSante,FiddleSticks,Syndra,Caitlyn,Rell,1,10410.0,7.0,185915.0,4.0,16321.0,7.0,9760.0,7.0,4859604.0,4.0,116542.0,7.0,1021965.0,7.0,106024.0,7.0,342652.0,7.0,539078.0,6.0
